Titel;Auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;Exemplaar;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Leven als een astronaut : jouw buitenaardse avontuur!;Brake, Mark;JII;Jeugd info: aarde - heelal;;AASTE;14.99;;;;NA1091840;5914631;N;B5;0;B;;5
Leven als een astronaut : jouw buitenaardse avontuur!;Brake, Mark;JII;Jeugd info: aarde - heelal;;AASTE;14.99;;;;PI0797715;5914634;N;B5;0;B;;5
Leven als immigrant;Teichmann, Iris;JIN;Jeugd info: dagelijks leven;;DASAM;7.95;;;;PI0539724;3216893;N;B5;0;B;;5
Leven als vluchteling : Mohameds verhaal;Howard, Helen;JIN;Jeugd info: dagelijks leven;;DAMAA;14.95;    ;;;NA0947474;3522637;N;B5;0;B;;5
Leven als vluchteling : Mohameds verhaal;Howard, Helen;JIN;Jeugd info: dagelijks leven;;DASAM;7.95;;;;PI0539643;3522639;N;B5;0;A;;5
Leven in beweging;Garbe, Suzanne;JIH;Jeugd info: natuur;9+ - rood;NANAT;14.00;;;;NA1163221;5940447;N;B5;0;B;;5
Leven in de woestijn;Legg, Gerald;JII;Jeugd info: aarde - heelal;;AAWOE;0.00;;;;NA104320X;3448678;N;B5;0;B;;5
Leven in een groep : chimpansees;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAZOO;10.00;;;;PI051313X;3841084;N;B5;0;B;;5
Leven in een groep : gorilla's;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAZOO;10.00;;;;PI0631477;3918691;N;B5;0;B;;5
Leven in een groep : kraaien;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAVOG;11.00;;;;PI0631604;3918679;N;B5;0;B;;5
Leven in een groep : walvissen;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAZEZ;10.00;;;;PI0515272;3841096;N;B5;0;B;;5
Leven in een kolonie : bijen;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAINS;11.00;;;;PI0632139;3841059;N;B5;0;B;;5
Leven in een kolonie : mieren;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAINS;11.00;;;;PI0632287;3841124;N;B5;0;B;;5
Leven in een kolonie : pinguïns;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAVOG;10.00;;;;PI0631639;3918966;N;B5;0;B;;5
Leven in een kudde : olifanten;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAZOO;10.00;;;;PI0631493;4009930;N;B5;0;B;;5
Leven in een roedel : wolven;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAROO;10.00;;;;PI0514713;3841072;N;B5;0;B;;5
Leven in een rolstoel;Keith, Lois;JIM;Jeugd info: mens;;MEHAN;12.00;;;;PI0563188;2829871;N;B5;0;B;;5
Leven in een troep : kangoeroes;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAZOO;11.00;;;;PI0631485;3912344;N;B5;0;B;;5
Leven in een troep : leeuwen;Spilsbury, Richard;JIH;Jeugd info: natuur;;NAROO;10.00;;;;PI0514705;3841105;N;B5;0;B;;5
Leven in het heelal;Nargi, Lela;JII;Jeugd info: aarde - heelal;9+ - rood;AASTE;21.00;;;;3,00E+13;30443964;N;B5;0;B;;5
Leven in het Regenwoud;Senior, Kathryn;JIH;Jeugd info: natuur;9+ - rood;NAOER;0.00;;;;NA1043188;3448654;N;B5;0;B;;5
Leven onder de grond : graaf je een weg naar wilde dieren;Orr, Richard;JIH;Jeugd info: natuur;;NAGED;16.99;;;;3,00E+13;31021699;N;B5;0;B;;5
Leven tussen de apen;Leyssens, Jan;JIH;Jeugd info: natuur;6+ - geel;NAZOO;15.95;;;;3,00E+13;17572019;N;B5;0;B;;5
Leven zonder Serena;Marien, Veronique;JFB;Jeugd fictie 9-11 jaar rood;MARI;;12.95;;;;NA1037978;5670828;N;B4;0;B;;4
Levend dood in Dallas;Harris, Charlaine;YF0;Jongeren fictie grijs;HARR;;14.95;;;;NA0749257;4307107;N;BA;0;A;;4
Levend lijk;Didelez, Guy;JFB;Jeugd fictie 9-11 jaar rood;DIDE;;12.50;;;;NA0599611;3355131;N;B4;0;B;;4
Levende schaduwen;Funke, Cornelia;JFC;Jeugd fictie 12-14 jaar;FUNK;;8.50;;;;PI0637106;4910359;N;B4;0;B;;4
Levende schaduwen;Funke, Cornelia;JFC;Jeugd fictie 12-14 jaar blauw;FUNK;;16.95;    ;;;NA0834025;4910356;N;B4;0;B;;4
Levende speelplekken : Bomen in het middelpunt;Hirsch, Hanna;JIO;Jeugd info: vrije tijd - kunst;;VRSPE;29.40;;;;NA1156748;6258243;N;B5;0;B;;5
Levende steden;Reeve, Philip;YF0;Adolescenten;REEV;;0.00;;;;PI0538434;4088346;N;BA;0;B;;4
Levende steden;Reeve, Philip;YF0;Jongeren fictie grijs;REEV;;0.00;;;;NA0746215;4088343;N;BA;0;A;;4
Levensgif;Vandevelde, Johan;JFC;Jeugd fictie 12-14 jaar;VAND;;14.95;;;;PI0759511;5745938;N;B4;0;B;;4
Levensgif;Vandevelde, Johan;JFC;Jeugd fictie 12-14 jaar blauw;VAND;;14.95;;;;NA1084631;5745935;N;B4;0;B;;4
Levenslang;Dodier;SJC;Strips jeugd 12-14 jaar;Jerome Blocks;;9.99;    ;;;3,00E+13;31025522;N;S4;0;B;;4
Levensloop;;GEJ;Spellen jeugd;;;15.00;;;;NA0760773;4393342;N;LN;0;B;;5
Levensprocessen;Spilsbury, Louise;JIH;Jeugd info: natuur;9+ - rood;NANAT;0.00;;;;NA1027360;5653320;N;B5;0;B;;5
Lewis en Clark : verkenningstochten door Noord-Amerika;Twist, Clint;JIK;Jeugd info: geschiedenis;;GEONT;0.00;;;;PI0119970;2753106;N;B5;0;B;;5
Lezen en schrijven;Guillain, Charlotte;JIN;Jeugd info: dagelijks leven;;DASCH;0.00;    ;;;NA1086626;5003943;N;B5;0;B;;5
Lezen is een feest;Scholtens, Anneke;JFA;Jeugd fictie 7-8 jaar geel;SCHO;;7.95;;;;NA0856533;5257653;N;B4;0;B;;4
Lezen is leuk;Bohm, Anna;JFA;Jeugd fictie 7-8 jaar geel;;;14.95;;;BOHM;3,00E+13;31542239;N;B4;0;B;;4
Libellen;Hudak, Heather C;JIH;Jeugd info: natuur;;NAINS;11.00;;;;PI0644676;4796484;N;B5;0;B;;5
Libellen;Perish, Patrick;JIH;Jeugd info: natuur;;NAINS;14.00;;;;NA1176005;6367163;N;B5;0;B;;5
Liberty : hoe ik een (best wel goede) spion werd;Portes, Andrea;YF0;Adolescenten;PORT;;15.00;;;;PI0785849;6050130;N;BA;0;A;;4
Library kiss;West, Kasie;YF0;Jongeren fictie grijs;WEST;;17.50;;;;NA1162489;6023507;N;BA;0;B;;4
Lichaam en brein;Cooper, Rosie;JIM;Jeugd info: mens;;MELAM;21.95;;;;3,00E+13;31894814;N;B5;0;B;;5
Lichaam en brein;Cooper, Rosie;JIM;Jeugd info: mens;9+ - rood;MELAM;21.95;;;;3,00E+13;32004622;N;B5;0;U;;5
Lichaam van licht;Soes, Jelmer;YF0;Adolescenten;SOES;;14.99;;;;PI0761885;5799550;N;BA;0;A;;4
Licht;Burnie, David;JIF;Jeugd info: wetenschappen;;WTNAT;0.00;;;;PI0096040;3645673;N;B5;0;A;;5
Licht;Burnie, David;JIF;Jeugd info: wetenschappen;12+ - blauw;WTNAT;0.00;;;;NA0055980;3645671;N;B5;0;B;;5
Licht;Grant, Michael;YF0;Adolescenten;GRAN;;19.99;;;;PI0637939;4886215;N;BA;0;B;;4
Licht;Grant, Michael;YF0;Jongeren fictie grijs;GRAN;;19.99;;;;NA0833894;4886211;N;BA;0;B;;4
Licht;Mason, Paul;JIF;Jeugd info: wetenschappen;6+ - geel;WTNAT;17.00;;;;3,00E+13;29664707;N;B5;0;B;;5
Licht : de bijzondere wonderen van bioluminescentie;Smith, Jennifer N.R.;JIH;Jeugd info: natuur;;NANAT;16.99;;;;3,00E+13;29938276;N;B5;0;U;;5
Licht en geluid;Spilsbury, Louise;JIF;Jeugd info: wetenschappen;9+ - rood;WTNAT;0.00;;;;NA1027379;5662313;N;B5;0;B;;5
Licht en warmte;Ollivier, Reina;JIF;Jeugd info: wetenschappen;;WTENE;19.95;;;;3,00E+13;29993063;N;B5;0;B;;5
Licht in de tunnel : Emiel, ridder van de mijn;Demyttenaere, Bart;JFA;Jeugd fictie 7-8 jaar geel;;;15.95;;;DEMY;3,00E+13;26156471;N;B4;0;B;;4
Licht in de vlam;Armentrout, Jennifer L.;YF0;Jongeren fictie grijs;;;25.00;;;ARME;3,00E+13;29883229;N;B4;0;B;;4
Licht uit, spot aan! : achter de schermen bij het Royal Opera Hou;;JIO;Jeugd info: vrije tijd - kunst;;VRDAN;14.99;;;;3,00E+13;28713196;N;B5;0;B;;5
Licht uit, spot aan! : achter de schermen bij het Royal Opera Hou;;JIO;Jeugd info: vrije tijd - kunst;9+ - rood;VRDAN;14.99;    ;;;3,00E+13;29219254;N;B5;0;F;;5
Licht, camera, liefde;Smale, Holly;JFC;Jeugd fictie 12-14 jaar;SMAL;;16.99;;;;PI0845922;6346933;N;B4;0;B;;4
Licht, camera, liefde;Smale, Holly;JFC;Jeugd fictie 12-14 jaar blauw;SMAL;;16.99;;;;NA1172891;6346931;N;B4;0;B;;4
Lichtjaren;Morgan, Kass;YF0;Jongeren fictie grijs;MORG;;19.99;;;;NA1111469;6218582;N;BA;0;A;;4
Lied voor een girafje;Van de Vendel, Edward;JP0;Jeugd poëzie;VEND;;0.00;;;;PI0391131;2979224;N;B5;0;B;;4
Liedjes over dingen waar geen liedjes over zijn : acht themaliedj;De Waard, Jan;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;19.95;;;;PI0498998;3755835;N;B5;0;A;N;4
Liedjes over dingen waar geen liedjes over zijn : acht themaliedj;De Waard, Jan;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;19.95;    ;;;NA069391X;3755834;N;B5;0;B;;4
Liedjes voor Luna;De Paula Fernández, Francisco;YF0;Adolescenten;FERN;;15.99;;;;PI0661295;5148936;N;BA;0;B;;4
Liedjes voor Luna;De Paula Fernández, Francisco;YF0;Jongeren fictie grijs;FERN;;15.95;;;;NA0937959;5148933;N;BA;0;U;;4
Liedjesboek van Jules;Berebrouckx, Annemie;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;19.95;;;;NA0940682;4093880;N;B5;0;A;;4
Liedjesboek van Jules;Berebrouckx, Annemie;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;19.95;    ;;;NA072114X;4093881;N;B5;0;U;;4
Lief meisje, kwaad bloed;Jackson, Holly;YF0;Adolescenten;;;15.00;;;JACK;3,00E+13;17303803;N;BA;0;B;;4
Lief meisje, kwaad bloed;Jackson, Holly;YF0;Jongeren fictie grijs;;;15.00;;THR;JACK;3,00E+13;17316243;N;B4;0;U;;4
Lief prinsesje;Bracke, Dirk;YF0;Adolescenten;BRAC;;17.95;;;;PI0796778;5999227;N;BA;0;B;;4
Lief prinsesje;Bracke, Dirk;YF0;Jongeren fictie grijs;BRAC;;17.95;;;;NA1160664;5999224;N;BA;0;B;;4
Liefde :-(;Brinx, Thomas;JFC;Jeugd fictie 12-14 jaar blauw;BRIN;;17.95;    ;;;NA0814342;4425652;N;B4;0;B;;4
Liefde & gelato;Welch, Jenna Evans;YF0;Adolescenten;WELC;;15.00;;;;PI0754544;5689801;N;BA;0;B;;4
Liefde & gelato;Welch, Jenna Evans;YF0;Jongeren fictie grijs;WELC;;0.00;;;;NA1080695;5689798;N;BA;0;U;;4
Liefde & geluk;Welch, Jenna Evans;YF0;Jongeren fictie grijs;WELC;;0.00;;;;NA1110446;6210259;N;BA;0;U;;4
Liefde aan het hof van de tsaar;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;14.95;;;;NA0962171;5349192;N;B4;0;U;;4
Liefde aan het hof van de tsaar;Stilton, Thea;JFB;Jeugd fictie 9-11 jaar;STIL;;14.95;;;;PI0708429;5349196;N;B4;0;B;;4
Liefde en dood in de rode stad;Kromhout, Rindert;YF0;Adolescenten;;;0.00;;;KROM;3,00E+13;29335785;N;BA;0;B;;4
Liefde en duisternis : heldenverhalen uit vervlogen tijden;Franck, Ed;YF0;Adolescenten;FRAN;;29.99;;;;PI0820040;6196240;N;BA;0;B;;2
Liefde en patiënten;Bouden, Tom;SJB;Strips jeugd 9-11 jaar;En daarmee basta;;4.50;    ;;;NA0576026;3778459;N;S4;0;B;;4
Liefde en patiënten;Bouden, Tom;SJB;Strips jeugd 9-11 jaar;En daarmee basta;;4.50;    ;;;NA0957364;3778460;N;S4;0;B;;4
Liefde en vriendschap : een filosofisch prentenboek;Brenifier, Oscar;JIL;Jeugd info: geloven - denken;;DEGEL;14.95;;;;PI0556289;4240215;N;B5;0;B;;5
Liefde en vriendschap : een filosofisch prentenboek;Brenifier, Oscar;JIL;Jeugd info: geloven - denken;;DEGEL;14.95;    ;;;NA0939536;4240211;N;B5;0;B;;5
Liefde in de schijnwerpers;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA1157574;4289845;N;B4;0;B;;4
Liefde in de schijnwerpers;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;6.95;;;;NA0747106;4289844;N;B4;0;B;;4
Liefde in de schijnwerpers;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;6.95;;;;NA0872962;4289843;N;B4;0;B;;4
Liefde in de schijnwerpers;Stilton, Thea;JFB;Jeugd fictie 9-11 jaar;STIL;;6.95;;;;PI0561622;4289848;N;B4;0;M;;4
Liefde is niet voor lafaards;Stark, Ulf;JFA;Jeugd fictie 7-8 jaar geel;STAR;;17.50;;;;NA1172174;6244088;N;B4;0;B;;4
Liefde is voor losers;Brueggemann, Wibke;JFC;Jeugd fictie 12-14 jaar;;;17.99;;;BRUE;3,00E+13;13176055;N;B4;0;U;;4
Liefde is voor losers;Brueggemann, Wibke;JFC;Jeugd fictie 12-14 jaar blauw;;;17.99;;;BRUE;3,00E+13;13059308;N;B4;0;U;;4
Liefde stinkt!;Mr Tan;SJK;Strips jeugd klein formaat;Rebel Adele;;12.99;    ;;;3,00E+13;29037803;N;B4;0;B;;4
Liefde van A tot Z;Ali, Sajidah Kutty;YF0;Jongeren fictie grijs;;;17.99;;ROM;ALI;3,00E+13;14409693;N;B4;0;B;;4
Liefdeloos : hoelang nog voor haar verhaal begint?;Oseman, Alice;YF0;Jongeren fictie grijs;;;20.99;;;OSEM;3,00E+13;26686437;N;B4;0;U;;4
Liefdesbrieven aan de sterren;Dellaira, Ava;YF0;Adolescenten;DELL;;17.99;;;;PI0739766;5534266;N;BA;0;B;;4
Liefdeskriebels : avonturen van een niet-zo-geheime datingramp;Russell, Rachel Renée;JFB;Jeugd fictie 9-11 jaar;RUSS;;15.50;;;;PI0815977;6201918;N;B4;0;U;;4
Liefdeskriebels : avonturen van een niet-zo-geheime datingramp;Russell, Rachel Renée;JFB;Jeugd fictie 9-11 jaar rood;;;15.50;;;RUSS;3,00E+13;32068093;N;B4;0;F;;4
Liefdeskriebels : avonturen van een niet-zo-geheime datingramp;Russell, Rachel Renée;JFB;Jeugd fictie 9-11 jaar rood;RUSS;;15.50;;;;NA1168819;6201915;N;B4;0;U;;4
Liefdeslessen;Cronin, Ali;YF0;Jongeren fictie grijs;CRON;;12.50;;;;NA090872X;5176142;N;BA;0;B;;4
Liefdestips aan mezelf : het dagboek van Olivia Jacobs;Van Driessche, Sylvia;YF0;Adolescenten;DRIE;;17.50;;;;PI0794600;6002745;N;BA;0;B;;4
Liefdestips aan mezelf : het dagboek van Olivia Jacobs;Van Driessche, Sylvia;YF0;Jongeren fictie grijs;VAND;;17.50;;;;NA115656X;6002743;N;BA;0;B;;4
Liefdesverdriet en andere ongemakken;Zamolo, Lucia;JIM;Jeugd info: mens;;MEGEV;17.50;;;;3,00E+13;23172674;N;B5;0;B;;5
Liefs uit Londen;Van Aar, Hetty;JFB;Jeugd fictie 9-11 jaar;;;13.99;;;AAR;3,00E+13;14608936;N;B4;0;U;;4
Liefs uit Londen;Van Aar, Hetty;JFB;Jeugd fictie 9-11 jaar rood;;;13.99;;;VANA;3,00E+13;14608940;N;B4;0;B;;4
Liefs van Joy;Valentine, Jenny;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;VALE;3,00E+13;31737069;N;B4;0;B;;4
Liefste Esther;Van Campenhout, Herman;YF0;Jongeren fictie grijs;VANC;;15.95;;;;NA0756997;4335328;N;BA;0;A;;4
Lieg niet tegen mij !;Blackman, Malorie;JFC;Jeugd fictie 12-14 jaar blauw;BLAC;;0.00;;;;NA0339318;2823595;N;B4;0;B;;4
Liegebeest;Gryspeirt, Dirk;FSJ;Speelfilms jeugd;LIEG;;0.00;;;;NA0735736;4113869;N;D4;0;A;;2
Liegebeest;Gryspeirt, Dirk;FSJ;Speelfilms jeugd;LIEG;;0.00;;;;NA0735744;4113870;N;D4;0;A;;2
Liegebeest;Gryspeirt, Dirk;FSJ;Speelfilms jeugd;LIEG;;0.00;;;;NA0735752;4113871;N;D4;0;A;;2
Liegebeest;Patterson, James;JFB;Jeugd fictie 9-11 jaar rood;PATT;;17.95;;;;NA1105833;5831939;N;B4;0;U;;4
Liegen zul je : dit is het verhaal dat ik van die twee nooit moch;Dral, Jeffrey;YF0;Jongeren fictie grijs;;;18.99;;;DRAL;3,00E+13;29240972;N;B4;0;B;;4
Liesl & Po;Oliver, Lauren;JFB;Jeugd fictie 9-11 jaar;OLIV;;14.95;;;;PI0609315;4760142;N;B4;0;B;;4
Liesl & Po;Oliver, Lauren;JFB;Jeugd fictie 9-11 jaar rood;OLIV;;14.95;;;;NA0871907;4760140;N;B4;0;A;;4
Lieve Choco;Nys, Jef;SJA;Strips jeugd 6-8 jaar;Jommeke;;3.72;    ;;;NA0952044;4978270;N;S4;0;U;;4
Lieve Langbeen;Webster, Jean;JFC;Jeugd fictie 12-14 jaar;WEBS;;17.95;;;;PI0576018;4292536;N;B4;0;B;;4
Lieve leugens;Van Aken, Brigitte;YF0;Jongeren fictie grijs;VANA;;14.95;;;;NA0908770;3320005;N;BA;0;B;;4
Lieve vriendin;Verrept, Paul;JFC;Jeugd fictie 12-14 jaar blauw;;;19.95;;;VERR;3,00E+13;30262842;N;B4;0;B;;4
Lieveheersbeestje;Guillain, Charlotte;JIH;Jeugd info: natuur;;NAINS;12.00;;;;PI0754056;5566825;N;B5;0;B;;5
Lieveheersbeestje;Hartley, Karen;JIH;Jeugd info: natuur;;NAINS;9.50;;;;PI0503703;3812226;N;B5;0;B;;5
Lieveheersbeestje;Hartley, Karen;JIH;Jeugd info: natuur;;NAINS;9.50;    ;;;NA0768634;3812225;N;B5;0;B;;5
Lieveheersbeestjes;Leaf, Christina;JIH;Jeugd info: natuur;;NAINS;14.00;;;;3,00E+13;6837742;N;B5;0;B;;5
Lieveheersbeestjes;Leaf, Christina;JIH;Jeugd info: natuur;6+ - geel;NAINS;14.00;;;;NA1056077;6319231;N;B5;0;B;;5
Lievelingssprookjes;Janssen, Gerard;JFA;Jeugd fictie 7-8 jaar geel;JANS;;14.99;;;;NA108514X;5761711;N;B4;0;B;;4
Liever chatten;De Wachter, Ellen;JFC;Jeugd fictie 12-14 jaar blauw;DEWA;;10.99;;;;NA0454737;2624624;N;B4;0;B;;4
Liever de leugen : thriller;Boets, Jonas;YF0;Adolescenten;BOET;;16.95;;;;PI0535923;4061190;N;BA;0;B;;4
Liever de leugen : thriller;Boets, Jonas;YF0;Jongeren fictie grijs;BOET;;16.95;;;;NA0739464;4061186;N;BA;0;B;;4
Lieze & Tine : dochters van de duivel;De Bel, Marc;YF0;Adolescenten;;;20.00;;;BEL;3,00E+13;14435744;N;B4;0;U;;4
Lieze & Tine : dochters van de duivel;De Bel, Marc;YF0;Jongeren fictie grijs;;;20.00;;;DE BE;3,00E+13;14583092;N;B4;0;B;;4
Lifehacks : 50 coole ideeën om je Lego® stenen voor jou te laten ;March, Julia;JIO;Jeugd info: vrije tijd - kunst;6+ - geel;VRSPG;14.99;;;;3,00E+13;31594933;N;B5;0;R;;5
Liggen, zeg ik!;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Cédric;;7.50;    ;;;3,00E+13;14751535;N;S4;0;U;;4
Liggen, zei ik !;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Cédric;;4.20;    ;;;NA0542059;2820651;N;S4;0;U;;4
Lightyear;MacLane, Angus;FSJ;Speelfilms jeugd;;;27.99;;;LIGH;3,00E+13;28061653;N;D4;6;B;;4
Lightyear : het verhaal van de film;Rusu, Meredith;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;RUSU;3,00E+13;27006391;N;B4;0;B;;4
Lijf, brein en slijm : wonderbaarlijke en walgelijke weetjes over;Cross, Paul Ian;JIM;Jeugd info: mens;;MELAM;17.50;;;;3,00E+13;28871144;N;B5;0;B;;5
Lijf, brein en slijm : wonderbaarlijke en walgelijke weetjes over;Cross, Paul Ian;JIM;Jeugd info: mens;9+ - rood;MELAM;17.50;;;;3,00E+13;28906899;N;B5;0;B;;5
Lijfgids : een reis door de puberteit;Chariva;JIM;Jeugd info: mens;;MELIC;16.99;;;;NA111560X;6218053;N;B5;0;B;;5
Lijfstraf;Van den Bogaart, Elle;YF0;Adolescenten;BOGA;;14.90;;;;PI0686603;5370846;N;BA;0;B;;4
Like me!;Cazemier, Caja;JFC;Jeugd fictie 12-14 jaar;CAZE;;14.99;;;;PI0757020;5736340;N;B4;0;B;;4
Like me!;Cazemier, Caja;JFC;Jeugd fictie 12-14 jaar blauw;CAZE;;14.99;;;;NA1086774;5736337;N;B4;0;B;;4
LikeMe Fanboek;;JIN;Jeugd info: dagelijks leven;;DARAD;24.99;;;;3,00E+13;26726125;N;B5;0;U;;5
Lili heeft schoolstress;De Saint Mars, Dominique;JIN;Jeugd info: dagelijks leven;;DASCH;5.95;    ;;;NA0956023;5228595;N;B5;0;B;;5
Lili is onbeleefd;De Saint Mars, Dominique;JIM;Jeugd info: mens;;MEGEV;5.95;;;;NA0956031;5187025;N;B5;0;B;;5
Liljana;Descamps, Luc;JFC;Jeugd fictie 12-14 jaar;DESC;;0.00;;;;PI0458090;3459959;N;B4;0;B;;4
Lilli Natal;Geerts, Paul;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;2.50;;;;NA0951889;2828802;N;S4;0;B;;4
Lilly en Max in de wereld van oma;Aerts, Kathleen;JFA;Jeugd fictie 7-8 jaar geel;AERT;;17.99;;;;NA1150367;5974099;N;B4;0;B;;4
Lilo and Stitch;Sanders, Chris;FSJ;Speelfilms jeugd;;;16.94;;;LILO;3,00E+13;14678274;N;D4;6;M;;4
Lilo and Stitch;Sanders, Chris;FSJ;Speelfilms jeugd;LILO;;10.95;;;;NA0909750;2880702;N;D4;0;A;;2
Lilo and Stitch;Sanders, Chris;FSJ;Speelfilms jeugd;LILO;;36.95;;;;NA0418463;2880703;N;D4;0;T;;2
Lilo en Stitch;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;0.00;    ;;;NA0747580;2954736;N;S4;0;U;;4
Lilo en Stitch;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;4.50;    ;;;NA0474436;2954735;N;S4;0;U;;4
Lilo en Stitch 2 : Stitch heeft een tic;;FSJ;Speelfilms jeugd;;;15.97;;;LILO;3,00E+13;14678455;N;D4;0;B;;4
Lilo en Stitch 2 : Stitch heeft een tic;;FSJ;Speelfilms jeugd;LILO;;10.95;;;;NA0597554;3143360;N;D4;0;B;;2
Lilo en Stitch 2 : Stitch heeft een tic;;FSJ;Speelfilms jeugd;LILO;;10.95;;;;NA0937371;3143359;N;D4;0;B;;2
Lilo en Stitch 2 : Stitch heeft een tic;;FSJ;Speelfilms jeugd;LILO;;12.50;;;;NA0797375;3143361;N;D4;0;A;;2
Lily;De Cock, Tom;JFC;Jeugd fictie 12-14 jaar;;;16.50;;;COCK;3,00E+13;17486878;N;B4;0;B;;4
Lily;De Cock, Tom;JFC;Jeugd fictie 12-14 jaar blauw;;;16.50;;;DECO;3,00E+13;17508651;N;B4;0;B;;4
Limbaverse : start van een grandioos leesavontuur;Moleka, Will-Limba;JFC;Jeugd fictie 12-14 jaar;;;22.99;;;MOLE;3,00E+13;30733306;N;B4;0;B;;4
Limbaverse : start van een grandioos leesavontuur;Moleka, Will-Limba;JFC;Jeugd fictie 12-14 jaar blauw;;;22.99;;;MOLE;3,00E+13;30605912;N;B4;0;U;;4
Limoen en Pompoen op avontuur;Marain, Elisabeth;JFA;Jeugd fictie 7-8 jaar geel;MARA;;0.00;;;;NA0305081;2810703;N;B4;0;A;;4
Lina & Lotte;Naranji, Corine;JFC;Jeugd fictie 12-14 jaar;NARA;;13.95;;;;PI0551422;3373194;N;B4;0;B;;4
Lina en het huisdierdraakje;Mohammed, Leah;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;MOHA;3,00E+13;28021359;N;B4;0;B;;4
Lina en het knorrige draakje;Mohammed, Leah;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;MOHA;3,00E+13;29734323;N;B4;0;B;;4
Linedance en andere volksdansen;Storey, Rita;JIO;Jeugd info: vrije tijd - kunst;;VRDAN;13.00;;;;PI0629863;4803768;N;B5;0;B;;5
Linnen en kant 1900-20;Mee, Sue;JIN;Jeugd info: dagelijks leven;;DAKLE;0.00;;;;NA0461539;2898181;N;B5;0;B;;5
Linus;Versyp, Mieke;JFB;Jeugd fictie 9-11 jaar rood;VERS;;14.95;;;;NA065163X;3464757;N;B4;0;B;;4
Lionel Messi : het ultieme fanboek;Perez, Mike;JIO;Jeugd info: vrije tijd - kunst;;VRBAL;10.99;;;;NA1040197;5668491;N;B5;0;B;;5
Lionel Messi : het ultieme fanboek;Perez, Mike;JIO;Jeugd info: vrije tijd - kunst;;VRBAL;10.99;;;;PI0753157;5668493;N;B5;0;B;;5
Liquidator;Mulligan, Andy;JFC;Jeugd fictie 12-14 jaar;MULL;;15.95;;;;PI0698989;5454455;N;B4;0;B;;4
Liquidator;Mulligan, Andy;JFC;Jeugd fictie 12-14 jaar blauw;MULL;;15.95;;;;NA0925136;5454452;N;B4;0;B;;4
Lise op Monstereiland;Berte, Kristof;SJA;Strips jeugd 6-8 jaar;Lise op Monstereiland;;7.95;    ;;;NA1044273;5780725;N;S4;0;U;;4
List & leugens;Bardugo, Leigh;YF0;Adolescenten;BARD;;19.99;;;;PI0739170;5530934;N;BA;0;B;;4
List & leugens;Bardugo, Leigh;YF0;Jongeren fictie grijs;BARD;;19.99;;;;NA1025066;5530931;N;BA;0;B;;4
Litouwen;Bultje, Jan Willem;JIJ;Jeugd info: landen;;LANDL;0.00;;;;NA0495468;2972686;N;B5;0;B;;5
Litouwen;Waldron, Melanie;JIJ;Jeugd info: landen;;LANDL;19.00;;;;PI0710679;5338538;N;B5;0;B;;5
Littekens;De Vries, Anke;JFC;Jeugd fictie 12-14 jaar;VRIE;;14.95;;;;PI0743518;5564769;N;B4;0;B;;4
Little action;;GEJ;Spellen jeugd;;;18.95;;;;3,00E+13;28775326;N;LN;0;U;;5
Little association;;GEJ;Spellen jeugd;;;14.95;;;;3,00E+13;28775307;N;LN;0;B;;4
Little black spiders;Toye, Patrice;FSJ;Speelfilms jeugd;;;8.95;;;TOYE;3,00E+13;24406913;N;D4;9;B;;4
Little black spiders;Vandewijer, Ina;YF0;Adolescenten;VAND;;16.95;;;;PI0613304;4706660;N;BA;0;B;;4
